index,digit,pixel_0_0,pixel_0_1,pixel_0_2,pixel_0_3,pixel_0_4,pixel_0_5,pixel_0_6,pixel_0_7,pixel_1_0,pixel_1_1,pixel_1_2,pixel_1_3,pixel_1_4,pixel_1_5,pixel_1_6,pixel_1_7,pixel_2_0,pixel_2_1,pixel_2_2,pixel_2_3,pixel_2_4,pixel_2_5,pixel_2_6,pixel_2_7,pixel_3_0,pixel_3_1,pixel_3_2,pixel_3_3,pixel_3_4,pixel_3_5,pixel_3_6,pixel_3_7,pixel_4_0,pixel_4_1,pixel_4_2,pixel_4_3,pixel_4_4,pixel_4_5,pixel_4_6,pixel_4_7,pixel_5_0,pixel_5_1,pixel_5_2,pixel_5_3,pixel_5_4,pixel_5_5,pixel_5_6,pixel_5_7,pixel_6_0,pixel_6_1,pixel_6_2,pixel_6_3,pixel_6_4,pixel_6_5,pixel_6_6,pixel_6_7,pixel_7_0,pixel_7_1,pixel_7_2,pixel_7_3,pixel_7_4,pixel_7_5,pixel_7_6,pixel_7_7
858,6,0,0,2,16,8,0,0,0,0,0,8,16,6,0,0,0,0,0,15,10,0,0,0,0,0,4,16,2,0,0,0,0,0,8,16,16,16,14,2,0,0,8,16,7,4,16,8,0,0,1,16,9,6,16,4,0,0,0,3,12,16,12,0,0
859,3,0,0,6,12,16,10,0,0,0,4,15,8,12,14,0,0,0,0,0,0,13,8,0,0,0,0,0,6,14,1,0,0,0,0,0,5,15,8,0,0,0,0,0,0,2,15,5,0,0,0,1,4,5,15,8,0,0,0,5,16,14,9,1,0
860,2,0,0,9,16,16,13,1,0,0,0,12,13,14,16,7,0,0,0,0,0,6,16,4,0,0,0,0,0,13,14,1,0,0,0,1,10,16,6,0,0,0,0,7,16,8,0,0,0,0,2,15,16,12,7,0,0,0,0,9,14,16,16,2,0
861,1,0,0,2,14,15,4,0,0,0,0,2,16,16,11,0,0,0,0,2,16,16,10,0,0,0,0,5,16,16,7,0,0,0,0,14,16,14,2,0,0,0,4,16,16,8,0,0,0,0,3,15,16,8,0,0,0,0,0,5,15,13,2,0,0
862,7,0,0,5,16,16,16,9,0,0,0,1,6,4,12,14,0,0,0,0,0,0,15,9,0,0,0,4,6,11,16,1,0,0,0,15,16,16,16,9,0,0,0,2,10,11,0,1,0,0,0,2,15,3,0,0,0,0,0,11,10,0,0,0,0
863,4,0,0,0,1,15,4,0,0,0,0,1,13,14,1,0,0,0,0,9,15,5,7,7,0,0,4,16,6,1,16,8,0,0,14,15,0,6,16,2,0,0,11,16,13,14,16,4,0,0,0,5,8,15,14,1,0,0,0,0,0,15,12,0,0
864,6,0,0,2,13,12,0,0,0,0,0,8,16,7,0,0,0,0,0,13,16,4,0,0,0,0,4,16,16,16,11,0,0,0,3,16,10,3,15,8,0,0,0,16,8,0,13,10,0,0,0,12,15,1,15,9,0,0,0,2,11,16,16,2,0
865,3,0,1,11,14,9,1,0,0,0,3,16,8,16,4,0,0,0,0,0,3,16,3,0,0,0,0,1,14,13,0,0,0,0,0,0,7,14,10,0,0,0,0,0,0,3,16,4,0,0,1,3,1,8,16,4,0,0,3,10,16,16,8,0,0
866,1,0,0,0,12,16,9,0,0,0,0,2,16,16,6,0,0,0,0,3,16,16,2,0,0,0,0,8,16,12,0,0,0,0,0,6,16,16,0,0,0,0,0,10,16,15,1,0,0,0,0,9,16,11,0,0,0,0,0,8,16,10,0,0,0
867,3,0,0,10,16,16,4,0,0,0,0,9,8,13,10,0,0,0,0,0,4,15,6,0,0,0,0,0,13,16,7,0,0,0,0,0,5,13,16,1,0,0,0,0,0,0,16,4,0,0,0,7,3,5,16,2,0,0,0,11,16,16,10,0,0
868,9,0,0,1,9,13,11,0,0,0,0,10,11,12,16,1,0,0,0,15,4,12,16,1,0,0,0,12,16,11,15,1,0,0,0,0,0,0,14,0,0,0,0,0,0,3,14,0,0,0,4,12,8,10,11,0,0,0,0,2,9,16,6,0,0
869,1,0,0,4,16,15,7,0,0,0,0,6,16,16,6,0,0,0,0,5,16,16,4,0,0,0,0,7,16,15,0,0,0,0,0,11,16,14,0,0,0,0,0,6,16,14,0,0,0,0,0,6,16,16,5,0,0,0,0,2,12,16,3,0,0
870,7,0,0,6,16,15,2,0,0,0,0,7,13,16,4,0,0,0,0,0,1,16,3,0,0,0,0,1,10,16,6,1,0,0,0,9,16,16,16,8,0,0,0,1,16,8,4,0,0,0,0,5,13,0,0,0,0,0,0,11,7,0,0,0,0
871,6,0,0,0,11,7,0,0,0,0,0,8,15,7,0,0,0,0,0,13,8,0,0,0,0,0,0,16,14,8,1,0,0,0,5,16,10,10,14,1,0,0,2,15,3,0,12,7,0,0,0,10,13,1,10,11,0,0,0,0,10,16,15,5,0
872,8,0,0,2,13,15,1,0,0,0,1,14,13,15,4,0,0,0,5,14,2,15,0,0,0,0,6,14,8,13,0,0,0,0,0,7,16,12,1,0,0,0,0,1,15,10,13,1,0,0,0,4,13,4,13,6,0,0,0,0,11,16,14,1,0
873,4,0,0,0,6,14,0,0,0,0,0,4,16,6,0,0,0,0,0,14,10,1,2,0,0,0,6,16,4,12,10,0,0,0,14,11,0,16,8,0,0,4,16,16,16,16,10,0,0,1,11,12,12,16,5,0,0,0,0,0,8,16,4,0,0
874,3,0,0,7,15,15,2,0,0,0,0,13,6,12,6,0,0,0,0,0,0,15,2,0,0,0,0,0,13,10,0,0,0,0,0,0,8,15,12,0,0,0,3,7,0,2,15,1,0,0,2,15,6,6,16,1,0,0,0,4,15,16,7,0,0
875,1,0,0,4,14,11,3,0,0,0,0,1,15,16,6,0,0,0,0,0,16,16,9,0,0,0,0,1,14,16,3,0,0,0,0,6,16,16,2,0,0,0,0,8,16,15,0,0,0,0,0,7,16,11,0,0,0,0,0,6,15,14,4,0,0
876,4,0,0,0,1,13,2,0,0,0,0,0,12,14,0,0,0,0,0,6,14,0,0,0,0,0,1,14,5,0,0,0,0,0,9,12,0,12,7,0,0,0,12,14,6,16,14,1,0,0,6,16,16,16,5,0,0,0,0,0,3,14,0,0,0
877,0,0,0,7,13,8,4,0,0,0,1,15,11,9,15,2,0,0,4,16,6,0,8,7,0,0,4,10,0,0,7,8,0,0,4,10,0,0,8,8,0,0,5,12,0,0,12,5,0,0,3,15,5,9,14,2,0,0,0,8,14,12,3,0,0
878,5,0,0,13,15,11,12,11,0,0,4,16,15,16,13,9,1,0,3,16,9,0,0,0,0,0,0,12,16,9,0,0,0,0,0,0,12,14,1,0,0,0,1,1,7,16,2,0,0,0,8,12,11,16,3,0,0,0,1,13,16,12,0,0,0
879,3,0,0,6,12,13,12,0,0,0,0,14,12,7,16,1,0,0,0,6,6,14,9,0,0,0,0,0,14,11,1,0,0,0,0,0,5,16,5,0,0,0,0,0,0,6,14,1,0,0,0,10,8,3,16,1,0,0,0,4,14,16,12,0,0
880,6,0,0,0,7,13,2,0,0,0,0,0,14,14,2,0,0,0,0,5,16,4,0,0,0,0,1,11,16,4,0,0,0,0,5,16,16,15,12,0,0,0,0,9,16,1,13,7,0,0,0,4,16,6,15,5,0,0,0,0,6,14,14,1,0
881,9,0,0,2,14,13,8,0,0,0,0,12,13,12,13,0,0,0,0,11,6,6,16,4,0,0,0,5,16,15,16,8,0,0,0,0,2,4,11,8,0,0,0,0,0,0,11,9,0,0,2,13,7,1,11,10,0,0,0,2,10,15,16,2,0
882,6,0,0,1,12,8,0,0,0,0,0,11,15,5,0,0,0,0,2,16,5,0,0,0,0,0,5,16,0,0,0,0,0,0,5,12,8,14,14,3,0,0,4,16,16,9,12,8,0,0,0,13,8,0,11,8,0,0,0,1,14,16,11,1,0
883,1,0,0,1,8,10,8,3,0,0,0,1,16,16,16,8,0,0,0,0,14,16,16,3,0,0,0,1,16,16,15,0,0,0,0,6,16,16,10,0,0,0,0,10,16,15,4,0,0,0,0,8,16,14,0,0,0,0,0,1,8,8,1,0,0
884,7,0,0,12,16,14,4,0,0,0,0,8,14,16,10,0,0,0,0,0,0,14,13,0,0,0,0,0,0,13,10,0,0,0,2,15,16,16,13,3,0,0,1,8,12,15,12,4,0,0,0,2,15,8,0,0,0,0,0,12,13,0,0,0,0
885,5,0,1,15,16,16,16,5,0,0,7,16,16,12,9,1,0,0,13,16,3,0,0,0,0,0,5,16,11,0,0,0,0,0,0,10,16,6,0,0,0,0,0,1,15,11,0,0,0,0,1,4,14,12,0,0,0,0,3,15,16,6,0,0,0
886,4,0,0,0,8,15,0,0,0,0,0,3,15,3,0,0,0,0,0,12,10,0,1,0,0,0,4,16,4,11,11,0,0,0,11,15,2,14,10,1,0,0,13,16,16,16,13,1,0,0,0,4,12,12,0,0,0,0,0,0,11,9,0,0,0
887,4,0,0,0,5,15,4,0,0,0,0,1,15,11,0,0,0,0,0,12,14,2,0,0,0,0,5,16,7,7,10,0,0,0,12,16,16,16,12,0,0,0,11,12,14,16,14,1,0,0,0,0,0,16,9,0,0,0,0,0,4,16,6,0,0
888,7,0,0,5,16,16,7,0,0,0,0,6,9,13,11,0,0,0,0,0,0,10,12,0,0,0,0,1,6,13,8,0,0,0,0,8,16,16,15,6,0,0,0,1,11,14,8,2,0,0,0,0,13,7,0,0,0,0,0,4,16,2,0,0,0
889,2,0,5,16,12,1,0,0,0,0,5,14,15,8,0,0,0,0,0,0,14,10,0,0,0,0,0,2,16,7,0,0,0,0,0,7,16,3,0,0,0,0,2,14,10,0,0,0,0,0,11,16,9,8,8,3,0,0,8,16,16,16,16,4,0
890,8,0,0,1,8,14,14,2,0,0,1,13,16,16,16,5,0,0,7,16,10,10,16,4,0,0,3,16,14,15,12,0,0,0,0,3,12,16,10,0,0,0,0,0,9,16,16,3,0,0,0,0,15,16,16,4,0,0,0,0,11,16,12,2,0
891,2,0,0,4,12,16,16,4,0,0,0,9,7,4,14,12,0,0,0,0,0,0,11,14,0,0,0,0,0,3,16,6,0,0,0,0,1,13,6,0,0,0,0,1,12,8,0,0,0,0,0,6,16,9,5,0,0,0,0,3,12,13,9,0,0
892,2,0,0,10,15,13,1,0,0,0,4,16,7,13,7,0,0,0,2,11,0,12,6,0,0,0,0,0,4,14,0,0,0,0,0,1,15,6,0,0,0,0,0,9,12,0,0,0,0,0,4,16,7,7,13,3,0,0,0,10,16,12,3,0,0
893,5,0,1,13,16,16,16,12,1,0,6,16,14,12,11,5,0,0,2,15,15,5,0,0,0,0,0,8,14,15,1,0,0,0,0,0,3,16,6,0,0,0,0,0,3,16,5,0,0,0,0,7,10,16,4,0,0,0,0,15,16,10,0,0,0
894,7,0,0,6,16,16,7,0,0,0,0,13,12,15,10,0,0,0,0,3,6,13,9,0,0,0,0,8,16,16,15,6,0,0,0,1,9,14,8,5,0,0,0,0,11,9,0,0,0,0,0,4,16,3,0,0,0,0,0,10,10,0,0,0,0
895,9,0,0,2,10,13,12,3,0,0,0,11,13,8,16,7,0,0,0,12,9,9,16,8,0,0,0,6,10,13,14,5,0,0,0,0,0,0,12,8,0,0,8,1,0,0,15,2,0,0,4,14,9,4,16,0,0,0,0,2,12,16,14,0,0
896,5,0,1,12,12,15,16,7,0,0,7,16,16,13,6,1,0,0,12,16,3,0,0,0,0,0,3,14,15,1,0,0,0,0,0,1,16,7,0,0,0,0,0,0,15,8,0,0,0,0,5,7,16,7,0,0,0,0,3,15,16,5,0,0,0
897,4,0,0,0,9,14,1,0,0,0,0,2,16,8,0,0,0,0,0,12,14,1,0,0,0,0,5,16,4,2,1,0,0,0,12,13,1,14,8,1,0,1,16,16,16,16,15,3,0,0,5,8,11,15,1,0,0,0,0,0,10,16,3,0,0
898,8,0,0,1,11,14,15,3,0,0,1,13,16,12,16,8,0,0,8,16,4,6,16,5,0,0,5,15,11,13,14,0,0,0,0,2,12,16,13,0,0,0,0,0,13,16,16,6,0,0,0,0,16,16,16,7,0,0,0,0,11,13,12,1,0
899,8,0,0,6,14,16,5,0,0,0,2,16,16,16,7,0,0,0,2,15,16,15,2,0,0,0,0,6,16,15,7,0,0,0,0,14,10,6,16,3,0,0,1,16,3,0,16,7,0,0,0,10,11,11,15,3,0,0,0,3,14,16,6,0,0
900,4,0,0,0,4,15,6,0,0,0,0,0,13,13,1,0,0,0,0,7,16,2,0,0,0,0,4,15,8,0,5,0,0,0,11,14,1,6,16,5,0,1,16,14,12,16,16,3,0,0,10,12,10,16,10,0,0,0,0,0,6,16,2,0,0
901,9,0,0,1,9,15,11,3,0,0,0,12,9,1,11,6,0,0,0,13,7,6,16,8,0,0,0,4,10,12,15,4,0,0,0,0,0,0,12,6,0,0,8,7,0,0,15,5,0,0,1,12,10,4,16,3,0,0,0,0,13,16,8,0,0
902,0,0,0,0,14,12,2,0,0,0,0,0,6,8,14,1,0,0,0,9,11,0,13,5,0,0,2,16,8,0,8,8,0,0,5,13,0,0,8,7,0,0,6,13,0,0,11,4,0,0,0,12,10,6,14,0,0,0,0,1,11,14,7,0,0
903,8,0,0,0,10,13,5,0,0,0,3,14,16,12,15,0,0,0,10,16,8,11,16,0,0,0,8,14,5,14,9,0,0,0,0,7,14,16,5,0,0,0,0,0,11,16,16,1,0,0,0,0,14,16,16,4,0,0,0,0,11,16,11,0,0
904,9,0,0,4,11,12,14,0,0,0,0,15,12,14,16,4,0,0,0,16,9,16,13,3,0,0,0,5,12,11,12,7,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,7,0,0,6,13,4,0,14,4,0,0,0,7,13,16,14,1,0
905,8,0,0,2,8,7,0,0,0,0,0,6,15,16,2,0,0,0,6,15,11,16,4,0,0,0,5,16,10,16,1,0,0,0,2,15,16,13,0,0,0,0,0,2,16,12,9,3,0,0,0,4,14,0,12,14,1,0,0,1,12,10,7,0,0
906,1,0,0,10,15,1,0,0,0,0,0,11,16,1,0,0,0,0,1,16,16,1,0,0,0,0,0,8,16,5,0,0,0,0,0,0,14,10,0,0,0,0,0,0,10,14,0,0,0,0,0,5,11,15,6,4,1,0,0,10,16,16,16,16,10
907,2,0,1,15,16,10,0,0,0,0,4,16,9,16,4,0,0,0,2,12,5,16,3,0,0,0,0,0,6,16,3,0,0,0,0,1,15,13,0,0,0,0,0,8,16,4,0,0,0,0,2,16,13,4,4,3,0,0,2,13,16,16,16,16,2
908,3,0,0,6,13,12,2,0,0,0,0,7,7,10,12,0,0,0,0,0,1,12,9,0,0,0,0,0,7,16,7,0,0,0,0,0,0,5,14,1,0,0,1,7,0,0,7,11,0,0,1,16,4,0,9,11,0,0,0,5,13,12,16,3,0
909,4,0,0,0,4,15,2,0,0,0,0,1,16,9,0,0,0,0,0,9,15,1,11,9,0,0,3,14,8,0,14,10,0,0,10,16,12,12,16,8,0,0,13,16,14,15,16,5,0,0,0,0,0,15,13,0,0,0,0,0,4,16,9,0,0
910,5,0,0,14,12,12,13,3,0,0,0,16,8,8,6,1,0,0,0,14,7,5,0,0,0,0,0,15,15,16,2,0,0,0,0,13,3,6,8,0,0,0,0,0,0,3,13,0,0,0,0,5,4,8,12,1,0,0,1,15,15,11,3,0,0
911,6,0,0,1,10,10,0,0,0,0,1,13,10,1,0,0,0,0,4,14,0,0,0,0,0,0,6,12,0,0,0,0,0,0,8,11,5,10,11,1,0,0,5,16,13,6,10,8,0,0,0,10,9,0,7,11,0,0,0,1,12,16,14,2,0
912,7,0,0,3,14,8,6,4,0,0,0,11,16,16,16,15,1,0,3,16,3,2,15,6,0,0,5,8,0,9,14,0,0,0,0,7,9,15,13,4,0,0,0,10,16,16,15,3,0,0,0,0,13,7,0,0,0,0,0,6,15,2,0,0,0
913,8,0,0,7,15,14,6,0,0,0,5,16,5,10,16,4,0,0,6,15,2,10,14,1,0,0,1,13,16,14,1,0,0,0,0,10,13,15,8,0,0,0,0,15,2,3,15,6,0,0,0,15,3,8,15,6,0,0,0,6,16,11,4,0,0
914,9,0,0,7,14,9,0,0,0,0,1,16,5,10,7,0,0,0,0,13,2,3,13,0,0,0,0,5,15,16,16,1,0,0,0,0,0,5,10,7,0,0,0,0,0,0,2,14,0,0,0,4,2,0,0,14,3,0,0,5,15,16,16,12,1
915,0,0,0,3,13,13,3,0,0,0,0,14,8,7,15,1,0,0,3,16,0,0,9,6,0,0,6,13,0,0,4,8,0,0,4,9,0,0,4,8,0,0,1,13,0,0,5,8,0,0,0,14,7,0,11,4,0,0,0,3,15,16,14,0,0
916,1,0,0,16,8,0,0,0,0,0,2,16,13,0,0,0,0,0,2,16,16,6,0,0,0,0,0,8,16,10,0,0,0,0,0,0,14,12,0,0,0,0,0,0,10,16,2,0,0,0,0,5,12,16,11,8,3,0,0,12,16,16,16,16,9
917,2,0,4,16,15,1,0,0,0,0,8,14,16,4,0,0,0,0,5,8,16,4,0,0,0,0,0,0,12,8,0,0,0,0,0,1,15,7,0,0,0,0,0,5,16,3,6,9,0,0,3,15,15,8,13,15,0,0,4,15,16,16,16,7,0
918,3,0,0,9,16,10,1,0,0,0,0,8,3,16,4,0,0,0,0,0,5,14,2,0,0,0,0,2,16,15,7,0,0,0,0,0,0,3,15,2,0,0,4,6,0,0,13,7,0,0,6,13,1,5,16,3,0,0,0,10,16,15,5,0,0
919,4,0,0,0,2,14,5,0,0,0,0,0,13,15,0,0,0,0,0,3,16,3,9,12,0,0,1,14,8,0,15,13,0,0,11,16,10,8,16,10,0,3,16,16,16,16,15,3,0,0,0,0,2,16,12,0,0,0,0,0,4,16,7,0,0
920,5,0,1,12,13,13,0,0,0,0,4,11,6,3,0,0,0,0,7,11,8,6,1,0,0,0,5,15,12,13,12,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,8,8,0,0,2,10,8,7,15,3,0,0,1,13,16,12,5,0,0
921,6,0,0,1,13,0,0,0,0,0,0,7,10,0,0,0,0,0,1,16,2,0,0,0,0,0,4,13,0,0,0,0,0,0,7,12,4,11,9,1,0,0,4,16,15,8,12,7,0,0,2,14,10,3,13,7,0,0,0,2,13,16,8,1,0
922,7,0,0,6,16,16,12,3,0,0,0,13,12,10,16,2,0,0,1,16,3,10,11,0,0,0,1,7,1,16,3,0,0,0,0,0,7,15,4,1,0,0,0,10,16,16,16,4,0,0,0,2,16,8,3,0,0,0,0,6,16,3,0,0,0
923,8,0,0,7,13,11,1,0,0,0,6,14,12,14,9,0,0,0,5,14,3,10,9,0,0,0,0,8,15,14,2,0,0,0,0,1,14,16,6,0,0,0,0,9,9,3,15,4,0,0,0,12,5,1,11,8,0,0,0,7,16,16,9,1,0
924,9,0,0,7,14,10,0,0,0,0,7,15,4,9,11,0,0,0,9,13,0,7,16,0,0,0,3,15,16,16,16,3,0,0,0,0,4,4,12,8,0,0,0,0,0,0,4,12,0,0,0,11,5,0,7,13,0,0,0,5,13,16,14,6,0
925,0,0,0,6,14,13,3,0,0,0,0,14,10,7,13,0,0,0,4,13,0,0,12,3,0,0,5,11,0,0,7,6,0,0,4,11,0,0,4,8,0,0,2,12,0,0,6,6,0,0,0,12,8,2,14,2,0,0,0,4,15,16,9,0,0
926,1,0,0,11,12,0,0,0,0,0,0,13,16,0,0,0,0,0,3,15,16,4,0,0,0,0,13,15,16,6,0,0,0,0,3,3,15,10,0,0,0,0,0,0,11,16,0,0,0,0,0,2,10,16,6,3,0,0,0,7,16,16,16,16,5
927,2,0,2,13,16,10,0,0,0,0,12,15,9,16,2,0,0,0,10,8,1,16,6,0,0,0,1,1,2,16,6,0,0,0,0,0,10,15,2,0,0,0,0,2,15,9,0,0,0,0,2,15,16,9,8,6,0,0,1,13,16,16,16,16,3
928,3,0,2,13,16,15,1,0,0,0,7,13,10,16,4,0,0,0,0,0,8,16,2,0,0,0,0,8,16,16,10,0,0,0,0,1,4,10,16,8,0,0,0,0,0,0,16,9,0,0,2,12,6,6,16,6,0,0,1,15,16,16,9,1,0
929,4,0,0,0,2,15,7,0,0,0,0,0,11,15,2,5,0,0,0,5,16,6,6,16,0,0,2,16,10,4,13,13,0,0,13,16,16,16,16,10,0,0,6,4,4,11,16,4,0,0,0,0,0,14,14,0,0,0,0,0,3,16,7,0,0
930,5,0,0,9,12,14,2,0,0,0,0,12,6,4,0,0,0,0,0,12,1,3,0,0,0,0,0,9,16,16,12,0,0,0,0,4,4,0,12,6,0,0,0,0,0,0,4,12,0,0,0,9,7,4,10,11,0,0,0,9,14,16,14,5,0
931,6,0,0,3,15,1,0,0,0,0,0,12,8,0,0,0,0,0,3,13,0,0,0,0,0,0,4,12,0,0,0,0,0,0,5,10,11,16,14,1,0,0,2,16,10,4,7,10,0,0,0,15,8,2,12,8,0,0,0,3,12,16,8,0,0
932,7,0,0,3,14,13,12,14,0,0,0,11,14,12,15,9,0,0,0,16,5,3,16,2,0,0,1,9,1,10,12,0,0,0,0,0,7,16,14,6,0,0,0,4,16,16,11,1,0,0,0,0,15,5,0,0,0,0,0,6,13,0,0,0,0
933,8,0,0,10,14,10,1,0,0,0,4,14,6,13,7,0,0,0,6,12,0,7,7,0,0,0,1,16,10,15,1,0,0,0,0,5,16,15,3,0,0,0,0,13,6,6,15,5,0,0,3,15,0,4,12,7,0,0,0,12,16,15,8,0,0
934,9,0,1,10,15,15,3,0,0,0,6,13,4,10,12,0,0,0,4,11,0,7,15,0,0,0,2,14,16,16,14,2,0,0,0,1,4,3,10,6,0,0,0,0,0,0,2,12,0,0,0,3,3,0,2,13,0,0,0,10,16,16,16,11,0
935,0,0,0,3,15,9,0,0,0,0,0,14,8,11,5,0,0,0,3,16,3,1,14,2,0,0,5,12,0,0,12,4,0,0,2,12,0,0,6,8,0,0,2,14,0,0,12,5,0,0,0,12,8,5,15,0,0,0,0,1,13,14,5,0,0
936,9,0,0,9,15,14,8,0,0,0,6,16,4,2,16,3,0,0,5,16,5,5,16,4,0,0,0,9,16,16,16,4,0,0,0,0,0,0,9,8,0,0,0,0,0,0,8,8,0,0,2,10,2,1,12,6,0,0,1,13,14,14,11,1,0
937,5,0,1,10,12,12,11,0,0,0,7,14,8,8,6,0,0,0,7,11,7,3,0,0,0,0,8,16,13,13,8,0,0,0,1,3,0,1,14,5,0,0,0,0,0,0,4,12,0,0,0,11,3,0,10,12,0,0,0,10,16,16,14,4,0
938,5,0,0,10,12,12,15,4,0,0,0,16,8,8,5,3,0,0,4,15,8,6,0,0,0,0,6,15,12,14,8,0,0,0,0,1,0,2,16,0,0,0,0,0,0,0,14,3,0,0,0,11,4,8,15,3,0,0,0,10,16,15,5,0,0
939,6,0,0,1,11,15,0,0,0,0,0,11,15,5,0,0,0,0,3,15,1,0,0,0,0,0,5,12,0,0,0,0,0,0,8,15,15,16,14,3,0,0,2,16,11,2,7,12,0,0,0,14,11,4,9,13,0,0,0,2,11,16,15,6,0
940,5,0,3,12,12,14,4,0,0,0,1,13,4,4,0,0,0,0,4,14,4,3,0,0,0,0,5,13,12,14,10,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,4,8,0,0,0,6,2,0,8,8,0,0,2,13,16,16,16,2,0
941,0,0,0,6,14,11,1,0,0,0,0,15,5,6,15,0,0,0,4,16,0,0,9,3,0,0,8,9,0,0,4,8,0,0,7,8,0,0,4,8,0,0,4,8,0,0,9,4,0,0,1,13,2,3,14,0,0,0,0,5,14,15,4,0,0
942,9,0,0,6,14,15,7,0,0,0,3,15,6,2,14,3,0,0,4,13,0,1,16,4,0,0,0,10,11,9,16,6,0,0,0,1,8,10,14,5,0,0,0,0,0,0,8,11,0,0,1,12,5,0,10,11,0,0,0,7,13,16,16,4,0
943,8,0,0,7,14,15,4,0,0,0,7,15,4,9,12,0,0,0,6,15,1,4,14,0,0,0,0,9,13,14,7,0,0,0,0,2,16,16,4,0,0,0,0,14,7,3,15,4,0,0,0,16,3,0,13,8,0,0,0,7,16,16,10,1,0
944,9,0,0,7,13,10,1,0,0,0,1,15,3,9,10,0,0,0,3,16,4,13,11,0,0,0,0,6,12,12,16,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,5,11,0,0,1,11,2,0,7,11,0,0,0,7,13,16,15,4,0
945,8,0,0,1,11,15,6,0,0,0,2,15,10,16,15,0,0,0,1,14,5,6,11,0,0,0,0,5,14,14,3,0,0,0,0,1,14,16,6,0,0,0,0,10,8,6,15,1,0,0,0,9,9,4,16,3,0,0,0,1,15,15,6,0,0
946,4,0,0,0,7,8,0,0,0,0,0,0,15,2,0,3,1,0,0,8,10,0,2,16,2,0,1,15,4,3,9,12,0,0,8,16,16,16,16,6,0,0,1,4,3,9,14,0,0,0,0,0,0,15,3,0,0,0,0,0,9,10,0,0,0
947,1,0,0,3,15,4,0,0,0,0,0,0,15,11,0,0,0,0,0,0,15,16,2,0,0,0,0,0,14,16,8,0,0,0,0,0,7,13,14,0,0,0,0,0,0,4,16,4,0,0,0,3,9,13,16,12,5,0,0,3,15,16,16,16,16
948,7,0,0,7,16,14,13,10,0,0,0,10,12,10,16,4,0,0,0,15,5,8,13,0,0,0,1,7,1,16,3,0,0,0,2,11,13,16,12,6,0,0,4,12,15,14,11,2,0,0,0,3,16,3,0,0,0,0,0,9,13,0,0,0,0
949,7,0,0,0,15,16,16,12,4,0,0,4,14,0,10,12,0,0,0,8,7,1,15,4,0,0,0,0,0,8,12,0,0,0,0,1,8,14,12,3,0,0,0,6,13,16,13,2,0,0,0,0,10,10,0,0,0,0,0,2,16,2,0,0,0
950,3,0,1,10,16,15,1,0,0,0,3,15,10,16,4,0,0,0,0,1,11,15,0,0,0,0,0,12,16,15,3,0,0,0,0,0,1,11,15,1,0,0,8,3,0,3,16,7,0,0,13,15,6,8,16,6,0,0,0,12,16,16,7,0,0
951,5,0,3,16,16,16,2,0,0,0,4,14,10,5,0,0,0,0,6,16,16,10,3,0,0,0,4,15,12,14,13,0,0,0,0,2,0,1,15,8,0,0,0,0,0,0,8,13,0,0,3,16,10,7,9,16,0,0,3,13,15,16,16,8,0
952,1,0,0,10,9,0,0,0,0,0,0,8,16,2,0,0,0,0,0,8,16,6,0,0,0,0,0,5,16,13,1,0,0,0,0,1,5,14,6,0,0,0,0,0,0,8,11,0,0,0,0,8,12,9,16,6,4,0,0,7,16,16,16,16,14
953,2,0,3,15,16,7,0,0,0,0,12,13,11,16,0,0,0,0,12,5,4,16,0,0,0,0,0,0,3,16,4,0,0,0,0,0,6,16,3,0,0,0,0,0,11,16,0,0,0,0,1,12,16,14,8,5,0,0,2,13,16,16,16,16,2
954,7,0,0,7,16,16,16,8,0,0,0,10,12,10,16,2,0,0,0,13,6,7,13,0,0,0,0,10,1,13,5,0,0,0,0,9,10,16,8,3,0,0,1,12,15,16,16,5,0,0,0,1,16,2,3,0,0,0,0,9,14,0,0,0,0
955,8,0,0,7,14,12,1,0,0,0,7,14,5,8,10,0,0,0,8,11,1,7,10,0,0,0,1,9,16,15,4,0,0,0,0,1,14,14,12,0,0,0,0,7,11,0,12,7,0,0,0,11,5,0,11,8,0,0,0,4,14,16,12,1,0
956,2,0,1,13,16,7,0,0,0,0,5,16,12,15,3,0,0,0,0,9,6,15,9,0,0,0,0,0,0,14,10,0,0,0,0,0,0,14,11,0,0,0,0,0,8,16,4,1,0,0,0,9,16,16,6,16,5,0,0,8,12,13,16,16,11
957,0,0,0,3,12,9,0,0,0,0,0,12,12,11,13,0,0,0,2,15,2,0,12,5,0,0,4,8,0,0,6,8,0,0,8,7,0,0,4,8,0,0,7,7,0,0,9,7,0,0,3,13,4,7,16,2,0,0,0,6,16,15,5,0,0
958,1,0,0,8,6,0,0,0,0,0,0,6,14,0,0,0,0,0,0,6,16,3,0,0,0,0,0,10,16,9,0,0,0,0,0,1,6,16,2,0,0,0,0,0,0,13,7,0,0,0,0,4,8,14,14,8,4,0,0,9,16,16,16,16,13
959,2,0,0,11,16,7,0,0,0,0,1,16,11,15,0,0,0,0,2,16,5,16,4,0,0,0,0,2,2,16,3,0,0,0,0,0,5,16,0,0,0,0,0,0,9,14,0,0,0,0,0,9,16,14,7,6,0,0,0,13,14,14,16,16,6
