ixDay,Date,Weekday,,SPY.Open,SPY.High,SPY.Low,SPY.Close,SPY.Volume,SPY.Adjusted
1976,11/9/2007,Friday,217,145.69,147.54,144.89,145.14,277745100,124.49
1977,11/12/2007,Monday,218,145.21,146.61,143.7,143.7,243087800,123.26
1978,11/13/2007,Tuesday,219,145.37,148.31,145.22,148.08,191117400,127.02
1979,11/14/2007,Wednesday,220,149.22,149.4,146.78,147.67,230558800,126.66
1980,11/15/2007,Thursday,221,146.57,147.49,144.52,145.54,263111100,124.84
1981,11/16/2007,Friday,222,146.31,146.47,144.57,145.79,308770600,125.05
1982,11/19/2007,Monday,223,145.28,145.36,143.19,143.76,267746000,123.31
1983,11/20/2007,Tuesday,224,144.02,145.53,142.11,144.64,414767500,124.06
1984,11/21/2007,Wednesday,225,143.08,143.91,141.67,141.68,259012400,121.53
1985,11/23/2007,Friday,226,143.07,144.34,142.7,144.13,77688400,123.63
1986,11/26/2007,Monday,227,144.43,144.88,140.66,140.95,214232000,120.9
1987,11/27/2007,Tuesday,228,141.74,143.23,140.95,142.57,293897900,122.29
1988,11/28/2007,Wednesday,229,144.19,147.47,144.14,147.13,258596900,126.2
1989,11/29/2007,Thursday,230,146.62,147.72,146.1,147.18,199409900,126.24
1990,11/30/2007,Friday,231,149.04,149.87,147.33,148.66,222908000,127.51
1991,12/3/2007,Monday,232,148.19,148.45,147.29,147.68,146430400,126.67
1992,12/4/2007,Tuesday,233,146.66,147.54,146.31,146.36,136533900,125.54
1993,12/5/2007,Wednesday,234,147.93,149.2,147.83,148.81,171130000,127.64
1994,12/6/2007,Thursday,235,148.63,151.21,148.57,150.94,154457400,129.47
1995,12/7/2007,Friday,236,151.42,151.5,150.55,150.91,148980100,129.44
1996,12/10/2007,Monday,237,151.28,152.25,150.86,152.08,123914300,130.45
1997,12/11/2007,Tuesday,238,152.14,152.89,147.83,147.91,250346400,126.87
1998,12/12/2007,Wednesday,239,151.06,151.77,147.2,149.37,322435600,128.12
1999,12/13/2007,Thursday,240,148.32,149.39,147.3,149.06,237551300,127.86
2000,12/14/2007,Friday,241,147.93,149.1,147.1,147.17,159152900,126.24
2001,12/17/2007,Monday,242,146.61,146.87,144.86,145.07,177269400,124.43
2002,12/18/2007,Tuesday,243,146.1,146.48,143.96,145.88,245569300,125.13
2003,12/19/2007,Wednesday,244,145.94,146.89,144.94,145.88,198917200,125.13
2004,12/20/2007,Thursday,245,146.84,146.86,145.18,146.8,214813800,125.92
2005,12/21/2007,Friday,246,147.37,148.42,147.09,148.13,146084400,127.73
2006,12/24/2007,Monday,247,148.82,149.48,148.48,149.23,45601400,128.68
2007,12/26/2007,Wednesday,248,148.65,149.68,148.5,149.55,67093100,128.96
2008,12/27/2007,Thursday,249,149.02,149.03,147.32,147.67,122981700,127.34
2009,12/28/2007,Friday,250,148.54,148.61,146.9,147.3,116398100,127.02
2010,12/31/2007,Monday,251,147.1,147.61,146.06,146.21,108126800,126.08
2011,1/2/2008,Wednesday,1,146.53,146.99,143.88,144.93,204935600,124.97
2012,1/3/2008,Thursday,2,144.91,145.49,144.07,144.86,125133300,124.91
2013,1/4/2008,Friday,3,143.34,143.44,140.91,141.31,232330900,121.85
2014,1/7/2008,Monday,4,141.81,142.23,140.1,141.19,234991000,121.75
2015,1/8/2008,Tuesday,5,142.08,142.9,138.44,138.91,326365700,119.78
2016,1/9/2008,Wednesday,6,139.09,140.79,137.7,140.37,301824900,121.04
2017,1/10/2008,Thursday,7,139.68,142.8,139.37,141.29,335701200,121.83
2018,1/11/2008,Friday,8,140.78,141.9,139,140.15,267076600,120.85
2019,1/14/2008,Monday,9,141.16,141.86,140.4,141.28,170365500,121.83
2020,1/15/2008,Tuesday,10,139.79,141.49,137.9,138.17,239940100,119.14
2021,1/16/2008,Wednesday,11,137.36,139.12,136.28,136.98,378802600,118.12
2022,1/17/2008,Thursday,12,137.81,137.88,132.93,133.43,397892600,115.06
2023,1/18/2008,Friday,13,134.74,135.02,131.1,132.06,348561500,113.88
2024,1/22/2008,Tuesday,14,127.21,132.43,126,130.72,435923700,112.72
2025,1/23/2008,Wednesday,15,127.09,134.19,126.84,133.86,511913000,115.43
2026,1/24/2008,Thursday,16,134.48,135.46,133.31,134.99,259949300,116.4
2027,1/25/2008,Friday,17,136.51,136.76,132.6,133.04,269603900,114.72
2028,1/28/2008,Monday,18,133.26,135.52,132.06,135.24,217934600,116.62
2029,1/29/2008,Tuesday,19,136.1,136.45,134.88,135.91,168968300,117.2
2030,1/30/2008,Wednesday,20,135.58,138.54,134.6,134.91,334939200,116.33
2031,1/31/2008,Thursday,21,133.4,138.54,133.2,137.37,343680800,118.45
2032,2/1/2008,Friday,22,137.94,139.61,137.52,139.58,206843600,120.36
2033,2/4/2008,Monday,23,139.21,139.3,137.64,137.82,124694300,118.84
2034,2/5/2008,Tuesday,24,135.94,136.25,133.67,134.13,286882500,115.66
2035,2/6/2008,Wednesday,25,134.58,135.25,132.41,133.05,250792900,114.73
2036,2/7/2008,Thursday,26,131.8,134.79,131.73,133.93,297368100,115.49
2037,2/8/2008,Friday,27,133.09,134.22,132.1,133.07,221643500,114.75
2038,2/11/2008,Monday,28,133.1,134.23,132.04,133.75,188576300,115.33
2039,2/12/2008,Tuesday,29,134.91,136.31,133.98,134.99,256654400,116.4
2040,2/13/2008,Wednesday,30,136.01,137.06,135.14,136.37,181967800,117.59
2041,2/14/2008,Thursday,31,136.95,137,134.79,135.17,215207200,116.56
2042,2/15/2008,Friday,32,134.5,135.22,133.91,135.14,154110300,116.53
2043,2/19/2008,Tuesday,33,136.72,136.89,134.61,135.52,145190000,116.86
2044,2/20/2008,Wednesday,34,133.99,136.55,133.76,135.92,220085700,117.2
2045,2/21/2008,Thursday,35,136.66,137.01,134.07,134.79,201051200,116.23
2046,2/22/2008,Friday,36,134.97,135.85,132.86,135.62,205491000,116.95
2047,2/25/2008,Monday,37,135.54,137.65,134.78,137.33,190107000,118.42
2048,2/26/2008,Tuesday,38,136.75,138.95,136.5,138.36,212420700,119.31
2049,2/27/2008,Wednesday,39,137.56,139.14,137.41,138.22,168395800,119.19
2050,2/28/2008,Thursday,40,137.24,137.96,136.55,136.87,170831100,118.02
2051,2/29/2008,Friday,41,135.6,135.68,132.78,133.82,252715200,115.39
2052,3/3/2008,Monday,42,133.14,133.81,132.24,133.5,189483500,115.12
2053,3/4/2008,Tuesday,43,132.23,133.4,130.99,132.99,282513100,114.68
2054,3/5/2008,Wednesday,44,133.42,134.77,132.34,133.83,270681400,115.4
2055,3/6/2008,Thursday,45,132.98,133.22,130.55,131.06,247911700,113.01
2056,3/7/2008,Friday,46,129.77,131.74,128.58,129.71,326434600,111.85
2057,3/10/2008,Monday,47,129.84,129.93,127.59,128,235683600,110.37
2058,3/11/2008,Tuesday,48,130.72,132.72,128.95,132.6,341440600,114.34
2059,3/12/2008,Wednesday,49,132.74,133.77,131.16,131.36,229161100,113.27
2060,3/13/2008,Thursday,50,129.61,132.64,128.6,131.65,351504200,113.52
2061,3/14/2008,Friday,51,132.77,132.81,127.78,129.61,484687800,111.76
2062,3/17/2008,Monday,52,126.57,129.26,126.07,128.3,405311100,110.63
2063,3/18/2008,Tuesday,53,130.62,133.69,129.98,133.63,334416600,115.23
2064,3/19/2008,Wednesday,54,134.14,134.65,130.04,130.32,345971600,112.38
2065,3/20/2008,Thursday,55,130.05,132.91,129.26,132.08,245320700,114.46
2066,3/24/2008,Monday,56,133.31,135.81,133.24,134.72,208977300,116.74
2067,3/25/2008,Tuesday,57,134.86,135.55,133.77,134.85,192947200,116.86
2068,3/26/2008,Wednesday,58,134.46,135.09,133.11,133.2,196934300,115.43
2069,3/27/2008,Thursday,59,134.2,134.44,132.36,132.78,225153200,115.06
2070,3/28/2008,Friday,60,132.99,133.36,131.06,131.51,180896100,113.96
2071,3/31/2008,Monday,61,131.29,132.73,131.09,131.97,166692100,114.36
2072,4/1/2008,Tuesday,62,133.61,136.84,133.51,136.61,254547300,118.38
2073,4/2/2008,Wednesday,63,137.05,137.67,135.98,136.7,210910800,118.46
2074,4/3/2008,Thursday,64,135.96,137.44,135.71,137.04,175884800,118.75
2075,4/4/2008,Friday,65,137.12,137.96,136.12,136.89,204446800,118.62
2076,4/7/2008,Monday,66,137.87,138.57,136.74,136.96,154245500,118.69
2077,4/8/2008,Tuesday,67,136.19,136.92,135.95,136.82,148937300,118.56
2078,4/9/2008,Wednesday,68,136.61,136.8,134.89,135.83,195610600,117.71
2079,4/10/2008,Thursday,69,135.42,136.67,134.9,136.02,192967800,117.87
2080,4/11/2008,Friday,70,134.49,135.12,133.01,133.38,222973300,115.58
2081,4/14/2008,Monday,71,133.19,133.54,132.55,132.93,160522000,115.19
2082,4/15/2008,Tuesday,72,133.58,133.69,132.33,133.24,172389200,115.46
2083,4/16/2008,Wednesday,73,134.54,136.91,134.52,136.85,189268900,118.59
2084,4/17/2008,Thursday,74,136.02,137.25,135.66,137.05,179665700,118.76
2085,4/18/2008,Friday,75,138.94,139.56,138.26,138.48,218530600,120
2086,4/21/2008,Monday,76,138.23,138.98,137.85,138.55,118587400,120.06
2087,4/22/2008,Tuesday,77,138.19,138.31,136.9,137.94,162166000,119.53
2088,4/23/2008,Wednesday,78,138.09,138.78,137.12,137.72,193309000,119.34
2089,4/24/2008,Thursday,79,138.08,139.74,137.04,138.32,229381300,119.86
2090,4/25/2008,Friday,80,139.4,139.89,137.91,139.6,190788100,120.97
2091,4/28/2008,Monday,81,139.88,140.25,139.38,139.63,105610200,121
2092,4/29/2008,Tuesday,82,139.39,139.73,138.61,139.08,125514100,120.52
2093,4/30/2008,Wednesday,83,139.29,140.59,138.26,138.26,208395900,119.81
2094,5/1/2008,Thursday,84,138.38,141.12,138.27,141.12,187279500,122.29
2095,5/2/2008,Friday,85,142.34,142.37,140.56,141.51,181585500,122.63
2096,5/5/2008,Monday,86,141.05,141.61,140.41,140.83,118504500,122.04
2097,5/6/2008,Tuesday,87,140.02,142.2,139.69,142.05,179339800,123.1
2098,5/7/2008,Wednesday,88,141.89,142.04,139.13,139.52,199267300,120.9
2099,5/8/2008,Thursday,89,139.74,140.32,138.98,139.16,178321200,120.59
2100,5/9/2008,Friday,90,138.6,139.39,138.45,138.9,152588200,120.37
2101,5/12/2008,Monday,91,139.25,140.56,138.73,140.46,147865900,121.72
2102,5/13/2008,Tuesday,92,140.8,140.89,139.73,140.48,159132200,121.74
2103,5/14/2008,Wednesday,93,141.07,142.2,140.46,140.77,181910800,121.99
2104,5/15/2008,Thursday,94,141.04,142.63,140.83,142.53,166927000,123.51
2105,5/16/2008,Friday,95,142.86,142.87,141.61,142.66,204236800,123.63
2106,5/19/2008,Monday,96,142.81,144.3,142.3,143.05,165664400,123.96
2107,5/20/2008,Tuesday,97,142.27,142.34,141,141.89,178552100,122.96
2108,5/21/2008,Wednesday,98,141.81,142.12,139,139.49,252724800,120.88
2109,5/22/2008,Thursday,99,139.43,140.17,139,139.51,170820400,120.9
2110,5/23/2008,Friday,100,139.05,139.66,137.52,137.64,181376400,119.27
2111,5/27/2008,Tuesday,101,137.8,139,137.53,138.66,168322900,120.16
2112,5/28/2008,Wednesday,102,139.17,140,138,139.3,181288100,120.71
2113,5/29/2008,Thursday,103,139.13,140.93,139.08,140,173927200,121.32
2114,5/30/2008,Friday,104,140.47,140.74,139.94,140.35,117362000,121.62
2115,6/2/2008,Monday,105,139.83,139.86,138,138.9,181069900,120.37
2116,6/3/2008,Tuesday,106,139.3,139.62,137.23,138.09,271965700,119.66
2117,6/4/2008,Wednesday,107,137.7,139.16,137.46,138.02,246637700,119.6
2118,6/5/2008,Thursday,108,138.58,140.89,138.32,140.78,237867100,122
2119,6/6/2008,Friday,109,139.55,139.8,136.22,136.29,384276300,118.1
2120,6/9/2008,Monday,110,136.86,137.5,135.41,136.62,228263900,118.39
2121,6/10/2008,Tuesday,111,135.67,137.1,135.35,135.94,260234900,117.8
2122,6/11/2008,Wednesday,112,135.97,136.26,133.93,133.94,283890100,116.07
2123,6/12/2008,Thursday,113,134.6,135.87,133.52,134.45,252791800,116.51
2124,6/13/2008,Friday,114,135.17,136.52,134.42,136.15,244726900,117.98
2125,6/16/2008,Monday,115,135.55,136.93,135.46,136.23,185832500,118.05
2126,6/17/2008,Tuesday,116,137.07,137.12,135.37,135.57,191707700,117.48
2127,6/18/2008,Wednesday,117,134.69,135.52,133.71,134.25,265893000,116.34
2128,6/19/2008,Thursday,118,134.15,135.24,133.5,134.42,304204900,116.48
2129,6/20/2008,Friday,119,132.84,133.09,131.22,131.58,289275700,114.59
2130,6/23/2008,Monday,120,132.09,132.23,131.32,131.45,165096400,114.48
2131,6/24/2008,Tuesday,121,131.05,132.44,130.19,131.19,267300600,114.25
2132,6/25/2008,Wednesday,122,131.72,133.4,131.24,131.81,287853900,114.79
2133,6/26/2008,Thursday,123,130.57,131.42,128.08,128.23,297775000,111.68
2134,6/27/2008,Friday,124,128.28,128.86,127.04,127.53,303423400,111.07
2135,6/30/2008,Monday,125,127.89,128.91,127.3,127.98,258842600,111.46
2136,7/1/2008,Tuesday,126,126.52,128.47,125.93,128.38,388622000,111.81
2137,7/2/2008,Wednesday,127,128.79,129.16,125.95,126.18,288064600,109.89
2138,7/3/2008,Thursday,128,127.11,127.11,124.99,126.31,239352500,110
2139,7/7/2008,Monday,129,126.79,127.34,123.92,125.02,372427300,108.88
2140,7/8/2008,Tuesday,130,124.99,127.39,124.2,127.24,375973700,110.81
2141,7/9/2008,Wednesday,131,127.5,127.74,124.39,124.79,336729400,108.68
2142,7/10/2008,Thursday,132,124.43,125.79,123.58,125.3,436475700,109.12
2143,7/11/2008,Friday,133,123.97,125.9,122.49,123.84,481124600,107.85
2144,7/14/2008,Monday,134,125.26,125.5,122.4,122.72,322720800,106.88
2145,7/15/2008,Tuesday,135,121.8,123.49,120.02,120.99,502502500,105.37
2146,7/16/2008,Wednesday,136,121.45,124.57,121.1,123.96,371642900,107.96
2147,7/17/2008,Thursday,137,125.14,126.26,124.09,125.2,375490600,109.04
2148,7/18/2008,Friday,138,126.17,126.42,125.15,125.98,267030100,109.72
2149,7/21/2008,Monday,139,126.51,126.8,125.19,126.05,222863000,109.78
2150,7/22/2008,Tuesday,140,125.15,127.8,124.85,127.48,296904200,111.02
2151,7/23/2008,Wednesday,141,127.89,129.15,127.55,128.17,311698400,111.62
2152,7/24/2008,Thursday,142,128.34,128.41,125.16,125.51,248634500,109.31
2153,7/25/2008,Friday,143,125.89,126.49,125.17,125.48,219131000,109.28
2154,7/28/2008,Monday,144,125.51,126.06,123.42,123.64,205201300,107.68
2155,7/29/2008,Tuesday,145,123.98,126.38,123.64,126.28,261505600,109.98
2156,7/30/2008,Wednesday,146,127.11,128.6,126.28,128.53,354710000,111.94
2157,7/31/2008,Thursday,147,127.4,128.57,126.63,126.83,277402100,110.46
2158,8/1/2008,Friday,148,127.12,127.28,125.46,126.16,248690900,109.87
2159,8/4/2008,Monday,149,126.04,126.14,124.76,124.99,188239600,108.85
2160,8/5/2008,Tuesday,150,126.02,128.56,124.97,128.36,251577600,111.79
2161,8/6/2008,Wednesday,151,128.02,129.3,127.48,128.93,209555400,112.29
2162,8/7/2008,Thursday,152,127.96,128.44,126.54,127.01,246312500,110.61
2163,8/8/2008,Friday,153,126.58,129.93,126.38,129.37,260811700,112.67
2164,8/11/2008,Monday,154,129.47,131.51,129.23,130.71,249425800,113.84
2165,8/12/2008,Tuesday,155,130.28,130.7,128.73,129.35,213200800,112.65
2166,8/13/2008,Wednesday,156,128.79,129.65,127.67,128.57,256393200,111.97
2167,8/14/2008,Thursday,157,127.84,130.28,127.75,129.54,239555300,112.82
2168,8/15/2008,Friday,158,129.93,130.5,129.3,130.17,181000800,113.37
2169,8/18/2008,Monday,159,130.43,130.48,127.66,128.39,172275100,111.82
2170,8/19/2008,Tuesday,160,127.42,127.69,126.53,126.99,194673700,110.6
2171,8/20/2008,Wednesday,161,127.39,127.95,126.34,127.58,225498200,111.11
2172,8/21/2008,Thursday,162,126.75,128.44,126.6,127.8,180609800,111.3
2173,8/22/2008,Friday,163,128.67,129.65,127.8,129.65,167715300,112.91
2174,8/25/2008,Monday,164,128.8,129.65,126.75,127.02,171936900,110.62
2175,8/26/2008,Tuesday,165,127.02,127.87,126.58,127.39,159117200,110.94
2176,8/27/2008,Wednesday,166,127.55,128.83,127.3,128.63,171032800,112.02
2177,8/28/2008,Thursday,167,129.28,130.34,129.11,130.19,167537100,113.38
2178,8/29/2008,Friday,168,129.73,130.14,128.51,128.79,189195800,112.16
2179,9/2/2008,Tuesday,169,130.03,130.71,127.52,127.99,252364900,111.47
2180,9/3/2008,Wednesday,170,127.88,128.5,126.93,127.88,251947000,111.37
2181,9/4/2008,Thursday,171,126.97,127.23,123.96,124.03,340042500,108.02
2182,9/5/2008,Friday,172,123.29,124.95,122,124.42,289503400,108.36
2183,9/8/2008,Monday,173,128.04,128.24,124.42,126.99,364075300,110.6
2184,9/9/2008,Tuesday,174,127.1,127.36,122.8,123.22,377326800,107.31
2185,9/10/2008,Wednesday,175,123.89,124.9,122.55,123.72,298916600,107.75
2186,9/11/2008,Thursday,176,122.12,125.74,121.6,125.51,375369400,109.31
2187,9/12/2008,Friday,177,124.29,126.21,123.83,126.09,297851200,109.81
2188,9/15/2008,Monday,178,121.63,125.65,119.89,120.09,483607000,104.59
2189,9/16/2008,Tuesday,179,117.2,122.32,117,122.1,581744300,106.34
2190,9/17/2008,Wednesday,180,119.64,121.85,116,116.61,624095600,101.56
2191,9/18/2008,Thursday,181,118.05,121.79,113.8,120.07,776114700,104.57
2192,9/19/2008,Friday,182,126.7,128,123.33,124.12,501087800,108.72
2193,9/22/2008,Monday,183,124.45,124.75,120.36,121.31,249966500,106.26
2194,9/23/2008,Tuesday,184,120.85,122.02,118.28,118.55,327470400,103.84
2195,9/24/2008,Wednesday,185,119.35,120,117.79,118.93,311818400,104.18
2196,9/25/2008,Thursday,186,119.4,121.91,118.44,120.79,328253000,105.81
2197,9/26/2008,Friday,187,118.83,121.5,118.51,120.85,285917400,105.86
2198,9/29/2008,Monday,188,119.14,119.34,110.97,111.38,459562300,97.56
2199,9/30/2008,Tuesday,189,113.51,116.8,110.53,115.99,328154400,101.6
2200,10/1/2008,Wednesday,190,115.27,116.69,113.95,116.06,332783000,101.66
2201,10/2/2008,Thursday,191,114.95,115.11,111.06,111.85,365337800,97.97
2202,10/3/2008,Friday,192,112.86,115.45,109.68,110.34,461798000,96.65
2203,10/6/2008,Monday,193,107.15,107.62,100.64,104.72,610637500,91.73
2204,10/7/2008,Tuesday,194,106.84,107.33,99.65,100.03,540012100,87.62
2205,10/8/2008,Wednesday,195,97.52,102.18,96.81,97.51,725414800,85.41
2206,10/9/2008,Thursday,196,99.66,100.62,90.25,90.7,534485200,79.45
2207,10/10/2008,Friday,197,86.76,93.94,83.58,88.5,871026300,77.52
2208,10/13/2008,Monday,198,93.87,101.35,89.95,101.35,455584000,88.78
2209,10/14/2008,Tuesday,199,104.7,105.53,97.11,99.85,546268300,87.46
2210,10/15/2008,Wednesday,200,97.46,97.8,89.71,90.02,484627500,78.85
2211,10/16/2008,Thursday,201,91.29,94.77,86.54,93.77,708811200,82.14
2212,10/17/2008,Friday,202,91.99,98.59,91.65,93.21,476649000,81.65
2213,10/20/2008,Monday,203,95.35,99.1,94.09,98.81,321294200,86.55
2214,10/21/2008,Tuesday,204,96.97,98.64,95.22,95.86,356502000,83.97
2215,10/22/2008,Wednesday,205,93.2,95.86,87.53,90.64,516168000,79.4
2216,10/23/2008,Thursday,206,90.29,92.45,85.81,91.69,634666400,80.32
2217,10/24/2008,Friday,207,84.06,89.92,84,87.04,545812600,76.24
2218,10/27/2008,Monday,208,85.97,89.51,83.7,83.95,397288600,73.54
2219,10/28/2008,Tuesday,209,87.34,94.24,84.53,93.76,639939500,82.13
2220,10/29/2008,Wednesday,210,93.77,97.17,92.1,93.08,531270100,81.53
2221,10/30/2008,Thursday,211,95.78,96.54,92.9,96.3,414582100,84.35
2222,10/31/2008,Friday,212,95.08,98.57,94.48,96.83,411394000,84.82
2223,11/3/2008,Monday,213,96.78,97.69,95.95,97.11,205419400,85.06
2224,11/4/2008,Tuesday,214,99.06,100.86,96.71,100.41,346793400,87.95
2225,11/5/2008,Wednesday,215,99.2,100.71,95,96.19,387844100,84.26
2226,11/6/2008,Thursday,216,94.46,95.44,90.06,90.86,477721900,79.59
2227,11/7/2008,Friday,217,91.65,94,90.5,93.86,380391000,82.22
2228,11/10/2008,Monday,218,95.21,95.53,90.92,92.63,301773000,81.14
2229,11/11/2008,Tuesday,219,90.76,92.14,88.65,89.77,418498200,78.63
2230,11/12/2008,Wednesday,220,88.23,88.95,85.12,85.82,454330600,75.17
2231,11/13/2008,Thursday,221,86.13,91.73,82.09,91.17,753141900,79.86
2232,11/14/2008,Friday,222,89.41,92.06,86.52,86.62,540352300,75.87
2233,11/17/2008,Monday,223,86.38,88.56,85.16,85.47,415254900,74.87
2234,11/18/2008,Tuesday,224,85.15,87.22,82.91,87.08,523811800,76.28
2235,11/19/2008,Wednesday,225,85.91,86.87,80.92,81.5,558327600,71.39
2236,11/20/2008,Thursday,226,80.13,82.51,75.05,75.45,814180400,66.09
2237,11/21/2008,Friday,227,77.46,80.9,74.34,79.52,718536500,69.66
2238,11/24/2008,Monday,228,81.92,86.99,80.36,85.03,523305300,74.48
2239,11/25/2008,Tuesday,229,87.3,87.51,83.82,85.66,454112400,75.03
2240,11/26/2008,Wednesday,230,84.3,89.19,84.24,88.97,370134200,77.93
2241,11/28/2008,Friday,231,88.63,90.13,88.48,90.09,118308100,78.91
2242,12/1/2008,Monday,232,87.51,87.55,81.86,82.11,369927100,71.92
2243,12/2/2008,Tuesday,233,83.47,85.49,82.04,85.27,469508400,74.69
2244,12/3/2008,Wednesday,234,83.4,87.83,83.14,87.32,519863500,76.49
2245,12/4/2008,Thursday,235,86.06,88.05,83.74,85.3,444173800,74.72
2246,12/5/2008,Friday,236,83.65,88.42,82.24,87.93,471905300,77.02
2247,12/8/2008,Monday,237,90.34,92.38,88.08,91,412859300,79.71
2248,12/9/2008,Tuesday,238,90.37,92.13,88.98,89.5,370790000,78.4
2249,12/10/2008,Wednesday,239,90.32,91.36,89,90.11,396187400,78.93
2250,12/11/2008,Thursday,240,89.54,91,87.37,87.94,365061000,77.03
2251,12/12/2008,Friday,241,85.55,89.07,85.2,88.99,415060400,77.95
2252,12/15/2008,Monday,242,89.02,89.15,86.29,87.75,256694200,76.86
2253,12/16/2008,Tuesday,243,91.88,92.02,88.18,91.88,377699500,80.48
2254,12/17/2008,Wednesday,244,90.84,92.43,90.06,90.99,281819800,79.7
2255,12/18/2008,Thursday,245,91.4,91.67,88.21,89.29,374673300,78.21
2256,12/19/2008,Friday,246,89.1,90.62,88.09,88.19,301451300,77.88
2257,12/22/2008,Monday,247,88.58,88.67,85.49,87.06,243759500,76.88
2258,12/23/2008,Tuesday,248,87.53,87.93,85.8,86.16,221625200,76.08
2259,12/24/2008,Wednesday,249,86.45,86.87,86,86.66,62061600,76.53
2260,12/26/2008,Friday,250,87.24,87.3,86.5,87.16,74767700,76.97
2261,12/29/2008,Monday,251,87.24,87.33,85.6,86.91,127795900,76.75
2262,12/30/2008,Tuesday,252,87.51,89.05,86.88,88.97,168256300,78.57
2263,12/31/2008,Wednesday,253,89.08,90.97,88.87,90.24,193987200,79.69
2264,1/2/2009,Friday,1,90.44,93.44,89.85,92.96,227566300,82.09
2265,1/5/2009,Monday,2,92.63,93.66,91.89,92.85,240349700,81.99
2266,1/6/2009,Tuesday,3,93.64,94.45,92.68,93.47,328260900,82.54
2267,1/7/2009,Wednesday,4,92,92.26,90.2,90.67,280899200,80.07
2268,1/8/2009,Thursday,5,90.16,91.09,89.67,91.04,263834400,80.39
2269,1/9/2009,Friday,6,91.16,91.32,85.36,89.09,330953600,78.67
2270,1/12/2009,Monday,7,88.84,88.91,86.41,86.95,277858500,76.78
2271,1/13/2009,Tuesday,8,86.73,87.88,86.2,87.11,356432300,76.92
2272,1/14/2009,Wednesday,9,85.54,85.75,83.16,84.37,435491600,74.5
2273,1/15/2009,Thursday,10,84.12,85.25,81.72,84.4,532647300,74.53
2274,1/16/2009,Friday,11,85.86,85.99,83.05,85.06,399237200,75.11
2275,1/20/2009,Tuesday,12,84.23,85.06,80.05,80.57,419855200,71.15
2276,1/21/2009,Wednesday,13,81.94,84.24,80.47,84.05,364360700,74.22
2277,1/22/2009,Thursday,14,82.42,84.04,81.17,82.75,427940300,73.07
2278,1/23/2009,Friday,15,80.9,83.99,80.57,83.11,386800600,73.39
2279,1/26/2009,Monday,16,83.59,85.36,82.81,83.68,317978800,73.89
2280,1/27/2009,Tuesday,17,84.13,85.15,83.3,84.53,273789700,74.64
2281,1/28/2009,Wednesday,18,86.4,87.95,86.07,87.39,330007000,77.17
2282,1/29/2009,Thursday,19,86.11,87.49,84.47,84.55,294392500,74.66
2283,1/30/2009,Friday,20,84.98,85.4,82.21,82.83,383383600,73.14
2284,2/2/2009,Monday,21,81.57,83.18,81.31,82.58,288233300,72.92
2285,2/3/2009,Tuesday,22,83.1,84.36,82.22,83.74,278385800,73.95
2286,2/4/2009,Wednesday,23,84.3,85.37,83.04,83.33,322989300,73.59
2287,2/5/2009,Thursday,24,82.7,85.29,77.73,84.57,417679400,74.68
2288,2/6/2009,Friday,25,84.86,87.34,84.68,86.98,366101700,76.81
2289,2/9/2009,Monday,26,86.96,87.74,86.32,87.1,240075200,76.91
2290,2/10/2009,Tuesday,27,86.27,87.03,82.45,83.11,536212800,73.39
2291,2/11/2009,Wednesday,28,83.45,84.05,82.4,83.6,324442500,73.82
2292,2/12/2009,Thursday,29,82.17,83.82,81.05,83.66,469302200,73.88
2293,2/13/2009,Friday,30,83.55,84.24,82.74,82.76,293998400,73.08
2294,2/17/2009,Tuesday,31,80.16,82.96,79.17,79.22,478910100,69.96
2295,2/18/2009,Wednesday,32,79.79,79.94,78.28,79.03,362964800,69.79
2296,2/19/2009,Thursday,33,79.84,80.15,78.02,78.18,316867500,69.04
2297,2/20/2009,Friday,34,76.73,78.34,75.77,77.42,477176600,68.37
2298,2/23/2009,Monday,35,78.27,78.27,74.59,74.65,379641400,65.92
2299,2/24/2009,Tuesday,36,75.29,77.95,74.7,77.48,426260900,68.42
2300,2/25/2009,Wednesday,37,77.14,78.42,75.63,76.87,461985800,67.88
2301,2/26/2009,Thursday,38,77.82,79.67,75.53,75.62,363353900,66.78
2302,2/27/2009,Friday,39,74.01,75.69,73.81,73.93,470510900,65.28
2303,3/2/2009,Monday,40,72.52,73.92,70.37,70.6,426452600,62.34
2304,3/3/2009,Tuesday,41,71.61,71.7,69.64,70.07,443761000,61.88
2305,3/4/2009,Wednesday,42,71.23,72.87,70.07,71.73,462753100,63.34
2306,3/5/2009,Thursday,43,70.1,71.73,68.17,68.8,485549400,60.75
2307,3/6/2009,Friday,44,69.4,70.45,67.1,68.92,490470000,60.86
2308,3/9/2009,Monday,45,67.95,70,67.73,68.11,379905300,60.15
2309,3/10/2009,Tuesday,46,69.51,72.37,69.37,72.17,406227900,63.73
2310,3/11/2009,Wednesday,47,73,73.75,71.83,72.64,356648300,64.15
2311,3/12/2009,Thursday,48,72.62,75.75,71.97,75.5,409702700,66.67
2312,3/13/2009,Friday,49,76.01,76.98,74.73,76.09,337474700,67.19
2313,3/16/2009,Monday,50,76.96,77.97,75.81,75.86,360644900,66.99
2314,3/17/2009,Tuesday,51,76.07,78.36,75.45,78.18,356814300,69.04
2315,3/18/2009,Wednesday,52,77.81,80.9,77.07,79.93,473273200,70.58
2316,3/19/2009,Thursday,53,80.93,81,78.69,78.94,428520400,69.71
